Country,Confirmed,Deaths,Recovered,Active,REPORT_DATE,NEW_CONFIRM,NEW_DEATH,NEW_RECOV,Deaths / 100 Cases,Recovered / 100 Cases,Deaths / 100 Recovered,Confirmed last week,WEEKLY_INC,1 week % increase,WEEK_START,WHO_Region,Population,ISO_CODE,GDP,CEOworld_Healthcare_Index,Vaccine_Policy,VAC_NAME,DOSE_AMOUNT,VAC_START_DAY,USAGE_PERC
Mauritania,6208,156,4653,1399,3/28/2026,37,0,223,2.51,74.95,3.35,5923,285,4.81,3/29/2026,Africa,5461319,MRT,12854,,Voluntary,Pfizer,2,4/3/2021,11
Mauritius,344,10,332,2,3/24/2026,0,0,0,2.91,96.51,3.01,343,1,0.29,3/29/2026,Africa,1265059,MUS,16756,,Recommended,Moderna,2,12/25/2021,62
Mauritius,344,10,332,2,4/4/2026,0,0,0,2.91,96.51,3.01,343,1,0.29,3/29/2026,Africa,1265059,MUS,16756,,Age-Based Priority,Sinovac,2,10/6/2021,19
Mauritius,344,10,332,2,3/28/2026,0,0,0,2.91,96.51,3.01,343,1,0.29,3/29/2026,Africa,1265059,MUS,16756,,Voluntary,AstraZeneca,2,4/23/2022,14
Mauritius,344,10,332,2,3/30/2026,0,0,0,2.91,96.51,3.01,343,1,0.29,3/29/2026,Africa,1265059,MUS,16756,,Recommended,Johnson&Johnson,1,7/22/2021,11
Mexico,395489,44022,303810,47657,3/25/2026,4973,342,8588,11.13,76.82,14.49,349396,46093,13.19,3/29/2026,Americas,132997658,MEX,2030999,72.3,Mandatory,Sinovac,2,5/16/2021,67
Mexico,395489,44022,303810,47657,3/31/2026,4973,342,8588,11.13,76.82,14.49,349396,46093,13.19,3/29/2026,Americas,132997658,MEX,2030999,72.3,Age-Based Priority,Johnson&Johnson,1,7/19/2022,92
Mexico,395489,44022,303810,47657,4/4/2026,4973,342,8588,11.13,76.82,14.49,349396,46093,13.19,3/29/2026,Americas,132997658,MEX,2030999,72.3,Recommended,AstraZeneca,2,7/1/2021,78
Mexico,395489,44022,303810,47657,3/22/2026,4973,342,8588,11.13,76.82,14.49,349396,46093,13.19,3/29/2026,Americas,132997658,MEX,2030999,72.3,Age-Based Priority,Moderna,2,9/6/2021,36
Moldova,23154,748,16154,6252,4/3/2026,120,13,245,3.23,69.77,4.63,21115,2039,9.66,3/29/2026,Europe,2961253,MDA,21024,52.2,Mandatory,Johnson&Johnson,1,5/26/2022,53
Monaco,116,4,104,8,4/2/2026,0,0,0,3.45,89.66,3.85,109,7,6.42,3/29/2026,Europe,38087,MCO,,,Healthcare Priority,Johnson&Johnson,1,3/7/2022,39
Monaco,116,4,104,8,3/24/2026,0,0,0,3.45,89.66,3.85,109,7,6.42,3/29/2026,Europe,38087,MCO,,,Age-Based Priority,Sinovac,2,3/7/2021,15
Monaco,116,4,104,8,3/30/2026,0,0,0,3.45,89.66,3.85,109,7,6.42,3/29/2026,Europe,38087,MCO,,,Healthcare Priority,AstraZeneca,2,6/6/2022,67
Monaco,116,4,104,8,3/29/2026,0,0,0,3.45,89.66,3.85,109,7,6.42,3/29/2026,Europe,38087,MCO,,,Voluntary,Pfizer,2,5/23/2022,36
Mongolia,289,0,222,67,3/28/2026,1,0,4,0,76.82,0,287,2,0.7,3/29/2026,Western Pacific,3556798,MNG,26520,,Mandatory,Sinovac,2,6/2/2022,30
Mongolia,289,0,222,67,4/3/2026,1,0,4,0,76.82,0,287,2,0.7,3/29/2026,Western Pacific,3556798,MNG,26520,,Recommended,Moderna,2,6/28/2021,33
Mongolia,289,0,222,67,3/27/2026,1,0,4,0,76.82,0,287,2,0.7,3/29/2026,Western Pacific,3556798,MNG,26520,,Healthcare Priority,AstraZeneca,2,11/15/2021,64
Mongolia,289,0,222,67,3/29/2026,1,0,4,0,76.82,0,287,2,0.7,3/29/2026,Western Pacific,3556798,MNG,26520,,Recommended,Pfizer,2,3/12/2021,67
Montenegro,2893,45,809,2039,3/23/2026,94,2,70,1.56,27.96,5.56,2188,705,32.22,3/29/2026,Europe,626233,MNE,10229,47.4,Healthcare Priority,Moderna,2,11/25/2022,28
Montenegro,2893,45,809,2039,3/31/2026,94,2,70,1.56,27.96,5.56,2188,705,32.22,3/29/2026,Europe,626233,MNE,10229,47.4,Recommended,Pfizer,2,10/10/2022,49
Montenegro,2893,45,809,2039,3/25/2026,94,2,70,1.56,27.96,5.56,2188,705,32.22,3/29/2026,Europe,626233,MNE,10229,47.4,Healthcare Priority,AstraZeneca,2,4/26/2021,49
Montenegro,2893,45,809,2039,3/27/2026,94,2,70,1.56,27.96,5.56,2188,705,32.22,3/29/2026,Europe,626233,MNE,10229,47.4,Healthcare Priority,Sinovac,2,8/15/2022,13
Morocco,20887,316,16553,4018,3/31/2026,609,3,115,1.51,79.25,1.91,17562,3325,18.93,3/29/2026,Eastern Mediterranean,38762441,MAR,196121,46.8,Recommended,AstraZeneca,2,3/15/2021,83
Morocco,20887,316,16553,4018,3/29/2026,609,3,115,1.51,79.25,1.91,17562,3325,18.93,3/29/2026,Eastern Mediterranean,38762441,MAR,196121,46.8,Recommended,Sinovac,2,1/6/2021,14
Morocco,20887,316,16553,4018,3/28/2026,609,3,115,1.51,79.25,1.91,17562,3325,18.93,3/29/2026,Eastern Mediterranean,38762441,MAR,196121,46.8,Age-Based Priority,Johnson&Johnson,1,9/19/2021,19
Morocco,20887,316,16553,4018,3/27/2026,609,3,115,1.51,79.25,1.91,17562,3325,18.93,3/29/2026,Eastern Mediterranean,38762441,MAR,196121,46.8,Age-Based Priority,Moderna,2,4/22/2021,91
Mozambique,1701,11,0,1690,4/4/2026,32,0,0,0.65,0,inf,1507,194,12.87,3/29/2026,Africa,36639851,MOZ,26512,,Recommended,Johnson&Johnson,1,4/24/2022,51
Mozambique,1701,11,0,1690,4/1/2026,32,0,0,0.65,0,inf,1507,194,12.87,3/29/2026,Africa,36639851,MOZ,26512,,Age-Based Priority,Sinovac,2,11/29/2022,39
Mozambique,1701,11,0,1690,3/23/2026,32,0,0,0.65,0,inf,1507,194,12.87,3/29/2026,Africa,36639851,MOZ,26512,,Age-Based Priority,Pfizer,2,10/7/2022,73
Namibia,1843,8,101,1734,3/31/2026,68,0,26,0.43,5.48,7.92,1344,499,37.13,3/29/2026,Africa,3153246,NAM,16100,,Healthcare Priority,Sinovac,2,8/24/2022,51
Namibia,1843,8,101,1734,3/27/2026,68,0,26,0.43,5.48,7.92,1344,499,37.13,3/29/2026,Africa,3153246,NAM,16100,,Voluntary,Moderna,2,4/18/2022,67
Namibia,1843,8,101,1734,3/23/2026,68,0,26,0.43,5.48,7.92,1344,499,37.13,3/29/2026,Africa,3153246,NAM,16100,,Healthcare Priority,AstraZeneca,2,5/29/2021,85
Namibia,1843,8,101,1734,3/29/2026,68,0,26,0.43,5.48,7.92,1344,499,37.13,3/29/2026,Africa,3153246,NAM,16100,,Age-Based Priority,Johnson&Johnson,1,10/16/2022,74
Niger,1132,69,1027,36,4/3/2026,0,0,0,6.1,90.72,6.72,1105,27,2.44,3/29/2026,Africa,28814878,NER,26110,,Voluntary,Sinovac,2,10/11/2021,50
Niger,1132,69,1027,36,3/22/2026,0,0,0,6.1,90.72,6.72,1105,27,2.44,3/29/2026,Africa,28814878,NER,26110,,Voluntary,Moderna,2,8/28/2021,29
Niger,1132,69,1027,36,3/27/2026,0,0,0,6.1,90.72,6.72,1105,27,2.44,3/29/2026,Africa,28814878,NER,26110,,Voluntary,AstraZeneca,2,5/10/2022,30
Niger,1132,69,1027,36,3/24/2026,0,0,0,6.1,90.72,6.72,1105,27,2.44,3/29/2026,Africa,28814878,NER,26110,,Age-Based Priority,Johnson&Johnson,1,2/22/2021,22
Nigeria,41180,860,18203,22117,3/30/2026,648,2,829,2.09,44.2,4.72,37225,3955,10.62,3/29/2026,Africa,242431832,NGA,334341,48.3,Recommended,Johnson&Johnson,1,8/4/2022,42
Nigeria,41180,860,18203,22117,3/27/2026,648,2,829,2.09,44.2,4.72,37225,3955,10.62,3/29/2026,Africa,242431832,NGA,334341,48.3,Mandatory,Moderna,2,3/29/2021,71
North Macedonia,10213,466,5564,4183,3/29/2026,127,6,137,4.56,54.48,8.38,9249,964,10.42,3/29/2026,Europe,1804063,MKD,20751,55.4,Mandatory,Moderna,2,7/10/2022,73
North Macedonia,10213,466,5564,4183,3/27/2026,127,6,137,4.56,54.48,8.38,9249,964,10.42,3/29/2026,Europe,1804063,MKD,20751,55.4,Voluntary,Pfizer,2,3/17/2021,85
North Macedonia,10213,466,5564,4183,4/3/2026,127,6,137,4.56,54.48,8.38,9249,964,10.42,3/29/2026,Europe,1804063,MKD,20751,55.4,Voluntary,AstraZeneca,2,5/11/2021,48
North Macedonia,10213,466,5564,4183,3/31/2026,127,6,137,4.56,54.48,8.38,9249,964,10.42,3/29/2026,Europe,1804063,MKD,20751,55.4,Healthcare Priority,Johnson&Johnson,1,3/16/2022,67
Norway,9132,255,8752,125,4/4/2026,15,0,0,2.79,95.84,2.91,9034,98,1.08,3/29/2026,Europe,5652989,NOR,547693,75.8,Mandatory,Pfizer,2,6/19/2022,95
Norway,9132,255,8752,125,3/22/2026,15,0,0,2.79,95.84,2.91,9034,98,1.08,3/29/2026,Europe,5652989,NOR,547693,75.8,Mandatory,AstraZeneca,2,7/3/2022,27
Norway,9132,255,8752,125,4/3/2026,15,0,0,2.79,95.84,2.91,9034,98,1.08,3/29/2026,Europe,5652989,NOR,547693,75.8,Healthcare Priority,Moderna,2,3/27/2021,91
Oman,77058,393,57028,19637,3/22/2026,1053,9,1729,0.51,74.01,0.69,68400,8658,12.66,3/29/2026,Eastern Mediterranean,5671458,OMN,108913,63.5,Healthcare Priority,AstraZeneca,2,4/27/2022,80
Oman,77058,393,57028,19637,4/2/2026,1053,9,1729,0.51,74.01,0.69,68400,8658,12.66,3/29/2026,Eastern Mediterranean,5671458,OMN,108913,63.5,Mandatory,Sinovac,2,11/4/2021,24
Oman,77058,393,57028,19637,3/23/2026,1053,9,1729,0.51,74.01,0.69,68400,8658,12.66,3/29/2026,Eastern Mediterranean,5671458,OMN,108913,63.5,Mandatory,Johnson&Johnson,1,9/18/2021,95
Oman,77058,393,57028,19637,4/1/2026,1053,9,1729,0.51,74.01,0.69,68400,8658,12.66,3/29/2026,Eastern Mediterranean,5671458,OMN,108913,63.5,Age-Based Priority,Moderna,2,4/30/2022,52
Panama,61442,1322,35086,25034,3/31/2026,1146,28,955,2.15,57.1,3.77,54426,7016,12.89,3/29/2026,Americas,4625718,PAN,95905,61.2,Recommended,Moderna,2,10/12/2022,93
Papua New Guinea,62,0,11,51,4/2/2026,0,0,0,0,17.74,0,19,43,226.32,3/29/2026,Western Pacific,10947848,PNG,33463,,Healthcare Priority,AstraZeneca,2,10/3/2021,42
Paraguay,4548,43,2905,1600,3/24/2026,104,2,111,0.95,63.87,1.48,3748,800,21.34,3/29/2026,Americas,7095279,PRY,51669,,Healthcare Priority,AstraZeneca,2,11/18/2022,95
Paraguay,4548,43,2905,1600,3/22/2026,104,2,111,0.95,63.87,1.48,3748,800,21.34,3/29/2026,Americas,7095279,PRY,51669,,Healthcare Priority,Pfizer,2,11/12/2022,95
Peru,389717,18418,272547,98752,4/3/2026,13756,575,4697,4.73,69.93,6.76,357681,32036,8.96,3/29/2026,Americas,34922148,PER,326608,56.9,Recommended,Sinovac,2,9/17/2022,18
Peru,389717,18418,272547,98752,3/29/2026,13756,575,4697,4.73,69.93,6.76,357681,32036,8.96,3/29/2026,Americas,34922148,PER,326608,56.9,Mandatory,Moderna,2,5/11/2022,41
Peru,389717,18418,272547,98752,3/27/2026,13756,575,4697,4.73,69.93,6.76,357681,32036,8.96,3/29/2026,Americas,34922148,PER,326608,56.9,Healthcare Priority,AstraZeneca,2,1/15/2022,48
Peru,389717,18418,272547,98752,3/30/2026,13756,575,4697,4.73,69.93,6.76,357681,32036,8.96,3/29/2026,Americas,34922148,PER,326608,56.9,Healthcare Priority,Pfizer,2,7/4/2022,30
Philippines,82040,1945,26446,53649,3/24/2026,1592,13,336,2.37,32.24,7.35,68898,13142,19.07,3/29/2026,Western Pacific,117724471,PHL,533922,66.8,Healthcare Priority,Moderna,2,1/16/2021,65
Philippines,82040,1945,26446,53649,4/1/2026,1592,13,336,2.37,32.24,7.35,68898,13142,19.07,3/29/2026,Western Pacific,117724471,PHL,533922,66.8,Age-Based Priority,AstraZeneca,2,1/13/2022,61
Philippines,82040,1945,26446,53649,3/25/2026,1592,13,336,2.37,32.24,7.35,68898,13142,19.07,3/29/2026,Western Pacific,117724471,PHL,533922,66.8,Age-Based Priority,Sinovac,2,5/24/2021,78
Philippines,82040,1945,26446,53649,3/22/2026,1592,13,336,2.37,32.24,7.35,68898,13142,19.07,3/29/2026,Western Pacific,117724471,PHL,533922,66.8,Age-Based Priority,Pfizer,2,9/2/2022,11
Poland,43402,1676,32856,8870,4/3/2026,337,5,103,3.86,75.7,5.1,40383,3019,7.48,3/29/2026,Europe,37843188,POL,1109962,57.9,Mandatory,Sinovac,2,2/13/2021,27
Poland,43402,1676,32856,8870,3/31/2026,337,5,103,3.86,75.7,5.1,40383,3019,7.48,3/29/2026,Europe,37843188,POL,1109962,57.9,Mandatory,Johnson&Johnson,1,8/15/2022,54
Portugal,50299,1719,35375,13205,3/24/2026,135,2,158,3.42,70.33,4.86,48771,1528,3.13,3/29/2026,Europe,10395362,PRT,364527,72,Age-Based Priority,Sinovac,2,8/21/2022,68
Portugal,50299,1719,35375,13205,3/30/2026,135,2,158,3.42,70.33,4.86,48771,1528,3.13,3/29/2026,Europe,10395362,PRT,364527,72,Mandatory,Pfizer,2,2/20/2021,71
Qatar,109597,165,106328,3104,4/4/2026,292,0,304,0.15,97.02,0.16,107037,2560,2.39,3/29/2026,Eastern Mediterranean,3173559,QAT,239142,73.6,Voluntary,Pfizer,2,5/10/2022,30
Qatar,109597,165,106328,3104,3/30/2026,292,0,304,0.15,97.02,0.16,107037,2560,2.39,3/29/2026,Eastern Mediterranean,3173559,QAT,239142,73.6,Healthcare Priority,Sinovac,2,12/17/2020,35
Qatar,109597,165,106328,3104,3/25/2026,292,0,304,0.15,97.02,0.16,107037,2560,2.39,3/29/2026,Eastern Mediterranean,3173559,QAT,239142,73.6,Healthcare Priority,AstraZeneca,2,3/14/2022,68
Romania,45902,2206,25794,17902,3/28/2026,1104,19,151,4.81,56.19,8.55,38139,7763,20.35,3/29/2026,Europe,18800605,ROU,444807,56.5,Voluntary,Sinovac,2,8/1/2022,34
Russia,816680,13334,602249,201097,4/1/2026,5607,85,3077,1.63,73.74,2.21,776212,40468,5.21,3/29/2026,Europe,143394458,RUS,2509421,61.6,Mandatory,Sinovac,2,8/23/2021,32
Russia,816680,13334,602249,201097,3/24/2026,5607,85,3077,1.63,73.74,2.21,776212,40468,5.21,3/29/2026,Europe,143394458,RUS,2509421,61.6,Healthcare Priority,Pfizer,2,2/19/2022,49
Russia,816680,13334,602249,201097,3/26/2026,5607,85,3077,1.63,73.74,2.21,776212,40468,5.21,3/29/2026,Europe,143394458,RUS,2509421,61.6,Recommended,Moderna,2,10/23/2021,94
Rwanda,1879,5,975,899,3/24/2026,58,0,57,0.27,51.89,0.51,1629,250,15.35,3/29/2026,Africa,14889693,RWA,15472,,Voluntary,Johnson&Johnson,1,2/26/2021,19
Rwanda,1879,5,975,899,4/3/2026,58,0,57,0.27,51.89,0.51,1629,250,15.35,3/29/2026,Africa,14889693,RWA,15472,,Mandatory,AstraZeneca,2,8/4/2021,29
Rwanda,1879,5,975,899,3/30/2026,58,0,57,0.27,51.89,0.51,1629,250,15.35,3/29/2026,Africa,14889693,RWA,15472,,Recommended,Sinovac,2,7/1/2022,87
Saint Kitts and Nevis,17,0,15,2,3/29/2026,0,0,0,0,88.24,0,17,0,0,3/29/2026,Americas,46992,KNA,1190,,Mandatory,Pfizer,2,7/24/2021,13
Saint Kitts and Nevis,17,0,15,2,4/1/2026,0,0,0,0,88.24,0,17,0,0,3/29/2026,Americas,46992,KNA,1190,,Recommended,AstraZeneca,2,12/7/2021,21
Saint Kitts and Nevis,17,0,15,2,3/26/2026,0,0,0,0,88.24,0,17,0,0,3/29/2026,Americas,46992,KNA,1190,,Voluntary,Johnson&Johnson,1,11/3/2021,93
Saint Lucia,24,0,22,2,3/27/2026,0,0,0,0,91.67,0,23,1,4.35,3/29/2026,Americas,180488,LCA,2770,,Healthcare Priority,Sinovac,2,6/12/2021,49
Saint Vincent and the Grenadines,52,0,39,13,3/22/2026,0,0,0,0,75,0,50,2,4,3/29/2026,Americas,99245,VCT,1299,,Healthcare Priority,Johnson&Johnson,1,5/5/2022,31
San Marino,699,42,657,0,4/1/2026,0,0,0,6.01,93.99,6.39,699,0,0,3/29/2026,Europe,33605,SMR,2393,,Age-Based Priority,Moderna,2,1/19/2022,68
San Marino,699,42,657,0,3/28/2026,0,0,0,6.01,93.99,6.39,699,0,0,3/29/2026,Europe,33605,SMR,2393,,Mandatory,Johnson&Johnson,1,2/6/2021,95
San Marino,699,42,657,0,3/27/2026,0,0,0,6.01,93.99,6.39,699,0,0,3/29/2026,Europe,33605,SMR,2393,,Healthcare Priority,Sinovac,2,5/2/2021,14
Sao Tome and Principe,865,14,734,117,3/23/2026,2,0,38,1.62,84.86,1.91,746,119,15.95,3/29/2026,Africa,244994,STP,1125,,Voluntary,Moderna,2,8/27/2022,34
Sao Tome and Principe,865,14,734,117,3/29/2026,2,0,38,1.62,84.86,1.91,746,119,15.95,3/29/2026,Africa,244994,STP,1125,,Age-Based Priority,Johnson&Johnson,1,7/17/2021,64
Sao Tome and Principe,865,14,734,117,4/2/2026,2,0,38,1.62,84.86,1.91,746,119,15.95,3/29/2026,Africa,244994,STP,1125,,Recommended,AstraZeneca,2,9/21/2022,22
Saudi Arabia,268934,2760,222936,43238,3/24/2026,1993,27,2613,1.03,82.9,1.24,253349,15585,6.15,3/29/2026,Eastern Mediterranean,35165787,SAU,1316250,62.2,Healthcare Priority,Moderna,2,12/21/2021,44
Saudi Arabia,268934,2760,222936,43238,3/29/2026,1993,27,2613,1.03,82.9,1.24,253349,15585,6.15,3/29/2026,Eastern Mediterranean,35165787,SAU,1316250,62.2,Healthcare Priority,Johnson&Johnson,1,9/27/2022,13
Saudi Arabia,268934,2760,222936,43238,3/23/2026,1993,27,2613,1.03,82.9,1.24,253349,15585,6.15,3/29/2026,Eastern Mediterranean,35165787,SAU,1316250,62.2,Recommended,AstraZeneca,2,1/12/2021,73
Senegal,9764,194,6477,3093,3/29/2026,83,3,68,1.99,66.34,3,8948,816,9.12,3/29/2026,Africa,19366548,SEN,39986,,Mandatory,Moderna,2,6/29/2021,64
Senegal,9764,194,6477,3093,4/1/2026,83,3,68,1.99,66.34,3,8948,816,9.12,3/29/2026,Africa,19366548,SEN,39986,,Recommended,Pfizer,2,3/6/2022,10
Serbia,24141,543,0,23598,4/4/2026,411,9,0,2.25,0,inf,21253,2888,13.59,3/29/2026,Europe,6641964,SRB,112108,52.1,Recommended,Moderna,2,1/13/2022,41
Serbia,24141,543,0,23598,4/2/2026,411,9,0,2.25,0,inf,21253,2888,13.59,3/29/2026,Europe,6641964,SRB,112108,52.1,Age-Based Priority,Sinovac,2,9/16/2021,10
Serbia,24141,543,0,23598,3/24/2026,411,9,0,2.25,0,inf,21253,2888,13.59,3/29/2026,Europe,6641964,SRB,112108,52.1,Age-Based Priority,AstraZeneca,2,8/21/2021,22
Serbia,24141,543,0,23598,3/26/2026,411,9,0,2.25,0,inf,21253,2888,13.59,3/29/2026,Europe,6641964,SRB,112108,52.1,Voluntary,Johnson&Johnson,1,10/26/2022,92
Seychelles,114,0,39,75,4/4/2026,0,0,0,0,34.21,0,108,6,5.56,3/29/2026,Africa,134959,SYC,2249,,Recommended,AstraZeneca,2,7/13/2021,71
Seychelles,114,0,39,75,3/30/2026,0,0,0,0,34.21,0,108,6,5.56,3/29/2026,Africa,134959,SYC,2249,,Age-Based Priority,Moderna,2,5/15/2022,79
Seychelles,114,0,39,75,3/27/2026,0,0,0,0,34.21,0,108,6,5.56,3/29/2026,Africa,134959,SYC,2249,,Mandatory,Pfizer,2,9/3/2021,10
Sierra Leone,1783,66,1317,400,3/31/2026,0,0,4,3.7,73.86,5.01,1711,72,4.21,3/29/2026,Africa,8996745,SLE,9302,,Voluntary,Moderna,2,1/26/2021,41
Sierra Leone,1783,66,1317,400,3/23/2026,0,0,4,3.7,73.86,5.01,1711,72,4.21,3/29/2026,Africa,8996745,SLE,9302,,Mandatory,AstraZeneca,2,12/6/2022,38
Singapore,50838,27,45692,5119,3/25/2026,469,0,171,0.05,89.88,0.06,48035,2803,5.84,3/29/2026,Western Pacific,5905748,SGP,606225,,Healthcare Priority,Sinovac,2,2/9/2022,94
Singapore,50838,27,45692,5119,3/27/2026,469,0,171,0.05,89.88,0.06,48035,2803,5.84,3/29/2026,Western Pacific,5905748,SGP,606225,,Healthcare Priority,Johnson&Johnson,1,4/3/2022,53
Singapore,50838,27,45692,5119,3/26/2026,469,0,171,0.05,89.88,0.06,48035,2803,5.84,3/29/2026,Western Pacific,5905748,SGP,606225,,Recommended,AstraZeneca,2,9/1/2022,10
Slovakia,2181,28,1616,537,3/24/2026,2,0,39,1.28,74.09,1.73,1980,201,10.15,3/29/2026,Europe,5451342,SVK,167730,58.2,Recommended,Pfizer,2,1/31/2022,17
Slovakia,2181,28,1616,537,3/26/2026,2,0,39,1.28,74.09,1.73,1980,201,10.15,3/29/2026,Europe,5451342,SVK,167730,58.2,Recommended,Sinovac,2,6/23/2021,37
Slovenia,2087,116,1733,238,3/22/2026,5,0,55,5.56,83.04,6.69,1953,134,6.86,3/29/2026,Europe,2114573,SVN,85738,66.2,Age-Based Priority,Johnson&Johnson,1,12/7/2022,19
Slovenia,2087,116,1733,238,4/1/2026,5,0,55,5.56,83.04,6.69,1953,134,6.86,3/29/2026,Europe,2114573,SVN,85738,66.2,Voluntary,Pfizer,2,12/29/2021,82
Somalia,3196,93,1543,1560,3/28/2026,18,0,22,2.91,48.28,6.03,3130,66,2.11,3/29/2026,Eastern Mediterranean,20305907,SOM,13912,,Recommended,Moderna,2,7/22/2022,20
Somalia,3196,93,1543,1560,4/4/2026,18,0,22,2.91,48.28,6.03,3130,66,2.11,3/29/2026,Eastern Mediterranean,20305907,SOM,13912,,Age-Based Priority,Johnson&Johnson,1,6/24/2021,28
Somalia,3196,93,1543,1560,3/31/2026,18,0,22,2.91,48.28,6.03,3130,66,2.11,3/29/2026,Eastern Mediterranean,20305907,SOM,13912,,Age-Based Priority,Sinovac,2,4/28/2022,54
South Africa,452529,7067,274925,170537,4/4/2026,7096,298,9848,1.56,60.75,2.57,373628,78901,21.12,3/29/2026,Africa,65453084,ZAF,443643,64,Recommended,Sinovac,2,11/4/2022,68
South Korea,14203,300,13007,896,3/23/2026,28,1,102,2.11,91.58,2.31,13816,387,2.8,3/29/2026,Western Pacific,51600388,KOR,1936617,82.9,Mandatory,Moderna,2,6/12/2022,19
South Korea,14203,300,13007,896,3/31/2026,28,1,102,2.11,91.58,2.31,13816,387,2.8,3/29/2026,Western Pacific,51600388,KOR,1936617,82.9,Mandatory,AstraZeneca,2,5/30/2021,76
South Korea,14203,300,13007,896,4/4/2026,28,1,102,2.11,91.58,2.31,13816,387,2.8,3/29/2026,Western Pacific,51600388,KOR,1936617,82.9,Voluntary,Sinovac,2,12/22/2022,67
South Sudan,2305,46,1175,1084,3/25/2026,43,1,0,2,50.98,3.91,2211,94,4.25,3/29/2026,Africa,12436037,SSD,6033,,Voluntary,Moderna,2,1/2/2021,52
South Sudan,2305,46,1175,1084,3/28/2026,43,1,0,2,50.98,3.91,2211,94,4.25,3/29/2026,Africa,12436037,SSD,6033,,Age-Based Priority,Sinovac,2,6/9/2021,55
Spain,272421,28432,150376,93613,3/27/2026,0,0,0,10.44,55.2,18.91,264836,7585,2.86,3/29/2026,Europe,47850793,ESP,2041830,77.2,Recommended,AstraZeneca,2,10/31/2021,62
Spain,272421,28432,150376,93613,3/31/2026,0,0,0,10.44,55.2,18.91,264836,7585,2.86,3/29/2026,Europe,47850793,ESP,2041830,77.2,Healthcare Priority,Moderna,2,9/29/2022,19
Spain,272421,28432,150376,93613,3/22/2026,0,0,0,10.44,55.2,18.91,264836,7585,2.86,3/29/2026,Europe,47850793,ESP,2041830,77.2,Healthcare Priority,Pfizer,2,11/12/2022,13
Sri Lanka,2805,11,2121,673,3/23/2026,23,0,15,0.39,75.61,0.52,2730,75,2.75,3/29/2026,South-East Asia,23348315,LKA,98964,70.7,Voluntary,Johnson&Johnson,1,1/2/2021,26
Sri Lanka,2805,11,2121,673,4/3/2026,23,0,15,0.39,75.61,0.52,2730,75,2.75,3/29/2026,South-East Asia,23348315,LKA,98964,70.7,Recommended,Sinovac,2,8/14/2022,88
Sri Lanka,2805,11,2121,673,4/1/2026,23,0,15,0.39,75.61,0.52,2730,75,2.75,3/29/2026,South-East Asia,23348315,LKA,98964,70.7,Mandatory,AstraZeneca,2,10/3/2022,54
Sudan,11424,720,5939,4765,3/28/2026,39,3,49,6.3,51.99,12.12,10992,432,3.93,3/29/2026,Eastern Mediterranean,53282719,SDN,39474,,Mandatory,Johnson&Johnson,1,9/2/2021,72
Suriname,1483,24,925,534,4/2/2026,44,1,35,1.62,62.37,2.59,1079,404,37.44,3/29/2026,Americas,645256,SUR,4870,,Recommended,Pfizer,2,6/5/2022,20
Suriname,1483,24,925,534,3/28/2026,44,1,35,1.62,62.37,2.59,1079,404,37.44,3/29/2026,Americas,645256,SUR,4870,,Healthcare Priority,Moderna,2,1/9/2022,15
Suriname,1483,24,925,534,3/31/2026,44,1,35,1.62,62.37,2.59,1079,404,37.44,3/29/2026,Americas,645256,SUR,4870,,Healthcare Priority,Johnson&Johnson,1,2/28/2021,19
Sweden,79395,5700,0,73695,3/26/2026,398,3,0,7.18,0,inf,78048,1347,1.73,3/29/2026,Europe,10701047,SWE,711503,68.3,Healthcare Priority,Moderna,2,4/22/2021,78
Switzerland,34477,1978,30900,1599,3/23/2026,65,1,200,5.74,89.62,6.4,33634,843,2.51,3/29/2026,Europe,9007798,CHE,1074588,71.2,Age-Based Priority,Moderna,2,11/18/2022,46
Switzerland,34477,1978,30900,1599,3/22/2026,65,1,200,5.74,89.62,6.4,33634,843,2.51,3/29/2026,Europe,9007798,CHE,1074588,71.2,Healthcare Priority,AstraZeneca,2,5/28/2022,82
Syria,674,40,0,634,3/22/2026,24,2,0,5.93,0,inf,522,152,29.12,3/29/2026,Eastern Mediterranean,26472497,SYR,,35.4,Recommended,Moderna,2,11/12/2021,44
Syria,674,40,0,634,4/3/2026,24,2,0,5.93,0,inf,522,152,29.12,3/29/2026,Eastern Mediterranean,26472497,SYR,,35.4,Recommended,Johnson&Johnson,1,8/29/2021,59
Taiwan*,462,7,440,15,3/24/2026,4,0,0,1.52,95.24,1.59,451,11,2.44,3/29/2026,Western Pacific,23011292,TWN,971448,87.1,Mandatory,Pfizer,2,8/3/2022,62
Taiwan*,462,7,440,15,3/29/2026,4,0,0,1.52,95.24,1.59,451,11,2.44,3/29/2026,Western Pacific,23011292,TWN,971448,87.1,Mandatory,AstraZeneca,2,10/12/2021,29
Taiwan*,462,7,440,15,3/28/2026,4,0,0,1.52,95.24,1.59,451,11,2.44,3/29/2026,Western Pacific,23011292,TWN,971448,87.1,Recommended,Moderna,2,6/12/2021,73
Tajikistan,7235,60,6028,1147,4/4/2026,43,1,58,0.83,83.32,1,6921,314,4.54,3/29/2026,Europe,10978599,TJK,18941,,Age-Based Priority,Pfizer,2,3/15/2021,32
Tanzania,509,21,183,305,3/26/2026,0,0,0,4.13,35.95,11.48,509,0,0,3/29/2026,Africa,72563780,TZA,95349,,Mandatory,Pfizer,2,12/29/2020,48
